,,○,税理士,・円高がゆっくり進んでいるが、この程度の円高ならば大手企業は吸収できるだろう。海外旅行需要が高まり、旅行産業と関連品の売行きに期待できる。,,
,,○,その他サービス業［警備］（経営者）,・社会保険料の問題もあり、今後、警備業の労働環境が改善されることを望む。,,
,,○,その他サービス業［ソフト開発］（従業員）,・引き合い件数などの減少は見られないため、やや良くなる。,,
,,□,食料品製造業（営業統括）,・上向きに変わる明確な要素が、今のところ見当たらない。,,
,,□,出版・印刷・同関連産業（経営者）,・新規の見積案件が少ない。,,
,東京都,□,出版・印刷・同関連産業（営業担当）,・今まで、個人の印鑑注文が少なくなってきていたが、法人は会社関係のゴム印など数は少ないものの、変わらない。個人客に関しては、リフォームが一旦落ちていたが、本数が増えて上向いてきている。新規の注文は、本数はそれほどないものの、客単価は今までつげや黒い水牛だった物が、象牙を注文する客が増えてきている。８月は４本注文があり、法人よりも個人が上向きになってきたと感じている。そういう意味で変わらない(東京都)。,,
,,□,化学工業（従業員）,・相変わらず、先行きが全く予測できない。今後、取引先では、在庫を減らし少量発注を行い、発注回数を増やすことで調整するため、変化はないと思われる。,,
,,□,プラスチック製品製造業（経営者）,・現状は、いろいろと模索中であり、特別良くなる要素はないと思うので、大きな変化はない。,,
,,□,金属製品製造業（経営者）,・受注量が増えるなどの動きが感じられない。,,
,,□,一般機械器具製造業（経営者）,・現状では、売上の好転する材料が何もない。新規案件も単価の安い物が続いており、少し困っている。,,
,東京都,□,電気機械器具製造業（経営者）,・ビル空調関連機器は、東京オリンピックに向けて少しずつ良くなると思われる。しかし、短期ではしばらく良くならないとみている(東京都)。,,
,,□,その他製造業［鞄］（経営者）,・全体的には、景気が落ち込むという見通しをする得意先もあるが、大きく変化することは今のところない。それなりに努力をしている。,,
,東京都,□,その他製造業［化粧品］（営業担当）,・客単価の下落を話す経営者が多い(東京都)。,,
,,□,建設業（経営者）,・政府の景気対策が、十分ではない。,,
,,□,建設業（経営者）,・少子高齢化で、建設業は基本的に右肩下がりである。,,
,,□,建設業（経営者）,・今のところ、良くなるような話題もない。,,
,,□,建設業（営業担当）,・最近発生した福祉施設の事件により、各福祉施設が防犯対策として設備投資を始め、見積依頼の相談が来ている。施設によって多少異なるが、建物全体工事となる大型案件も出ている。しかし、福祉業界も金銭的にひっ迫した状況のため、すぐの発注にはならないと予想する。,,
,,□,建設業（経理担当）,・景気が１～２か月で急に変わることはないと思うが、そうした空気も流れ込んでこない。中小製造業者からの設備投資案件が現状全くないため、今後の製造業者の景気に期待する。,,
,,□,輸送業（経営者）,・金融関係の反動的な景気浮揚は、一気に効果が出るというわけにはいかない。冷え切った現状からの景気回復のため、非常に難しさを伴う。,,
,東京都,□,輸送業（経営者）,・今年度に入って５か月間、売上が前年同月を下回り続けており、この傾向が改善する要因は今のところないため、状況は変わらない(東京都)。,,
