,,□,通信会社（営業担当）,お客様の様子,・新規契約、契約変更共に必要最低限のサービス内容を選択する客が増えている。,
,東京都,□,通信会社（局長）,販売量の動き,・前年同月比でインターネットの契約数は伸長しているものの、テレビの契約数は減少しており、結果的にハウスホールドは前年並みである（東京都）。,
,,□,通信会社（営業担当）,お客様の様子,・新規加入、コース変更共に必要最小限の内容を意識する傾向は相変わらず強い。,
,東京都,□,通信会社（経営企画担当）,お客様の様子,・案件量や受注は横ばいで推移しており、なかなか受注の増加につながっていない（東京都）。,
,,□,通信会社（経理担当）,単価の動き,・テレビサービスで月額単価が2000円を超えるものは売れなくなっている。,
,東京都,□,通信会社（管理担当）,販売量の動き,・波はあるものの、継続して顧客獲得の前年割れが発生している。コロナ禍による顧客接触機会の減少、マンション理事会の開催延期が続き、当社サービスの導入判断が実施されないなど、顧客の動向が鈍化している（東京都）。,
,,□,ゴルフ場（経営者）,来客数の動き,・物価上昇が続くが、この状態に慣れてきている。,
,,□,競輪場（職員）,単価の動き,・悪い傾向が続いている。Ｗｅｂの販売網を増やすことで売上を伸ばさないと厳しい。来場客向けよりも本来のＷｅｂ向けのサービスを頑張らないと厳しいのがつらいところである。,
,,□,設計事務所（経営者）,お客様の様子,・件数は多くないが相談、問合せ等がある。ただし、実施設計に入るまでには時間が掛かっている。景況感の大きな変化はない。,
,東京都,□,設計事務所（所長）,お客様の様子,・ゼネコンからの依頼の話は多少あるが、仕事にしたいというゼネコン側の思いが多く前に出ているのみで、空回りが多く、進展はなく、余り変わらない（東京都）。,
,東京都,□,設計事務所（職員）,それ以外,・官公庁、自治体共に発注に大きな変化はなく、受注状況も例年並みである（東京都）。,
,,□,住宅販売会社（経営者）,販売量の動き,・当社は不動産ディベロッパー業と総合建設業である。当社が都内と関東近郊の保養地に所有しているホテルの運営状態が非常に悪く、規定の賃料を受け取れていない。10月11日より海外からの入国者に対する規制が緩和されるようなので、期待している。,
,東京都,□,その他住宅［住宅資材］（営業）,販売量の動き,・建材需要の動向は例年並みだが、資材高騰の影響で供給側が体力不足傾向にある（東京都）。,
