,,▲,ゴルフ場（経営者）,・予約状況は前年を大幅に下回っており、回復の兆しが見えない。過去に経験の無い、非常事態である。,
,,▲,パチンコ店（経営者）,・客の消費意欲が冷えている。,
,,▲,パチンコ店（店長）,・客単価、稼動率を上げていたスロットル機の規制により、現状を維持、もしくは上向かせるのは困難である。,
,,▲,その他サービス［パチンコ機器製造販売］（エリア担当）,・パチンコ店との新規の商談が減少している。,
,,▲,設計事務所（職員）,・イラク情勢の影響が出てくる。,
,,▲,住宅販売会社（従業員）,・イラク情勢の影響により、消費意欲も低迷している。,
,,▲,住宅販売会社（企画担当）,・イラク情勢の長期化による影響が出てくる。,
,,×,商店街（代表者）,・不況が続いているため、優良な店でも見切りをつけて廃業していく。,
,,×,コンビニ（店長）,・酒税の値上げにより、ディスカウント店やスーパーへますます客が流れていく。,
,,×,衣料品専門店（経営者）,・底が見えない状況である。,
,,×,乗用車販売店（経営者）,・他社が新型車を投入してくる。,
,,×,その他専門店［雑貨］（店員）,・イラク情勢の長期化が消費意欲をますます低下させる。,
,,×,スナック（経営者）,・３月の歓送迎会の予約は２件しか入らなかったが、４月、５月と連休に入るため客は更に減少する。,
,,×,住宅販売会社（業務担当）,・住宅販売の動向をみても同業者の倒産等をみても、今後良くなる要素がない。,
"企業
動向
関連

(東海)",,◎,電気機械器具製造業（営業担当）,・イラク情勢が一段落すれば状況は良くなる。,
,,○,輸送用機械器具製造業（総務担当）,・６月以降は受注残が改善される。,
,,○,輸送用機械器具製造業（工務担当）,・生産負荷、前年比の台数ともに、高水準を維持している。,
,,□,パルプ・紙・紙加工品製造業（総務担当）,・現在の販売量を維持するのが精一杯である。,
,,□,化学工業（人事担当）,・特に変わらないが、イラク情勢が長期化した場合は悪化する。,
,,□,電気機械器具製造業（従業員）,・比較的安定していた公共事業向けの部品でさえ、値崩れを起こしてきている。,
,,□,建設業（企画担当）,・地域の大型プロジェクト関連は予測が困難である。中型物件が今後増えたとしても、価格競争がよりし烈になるだけである。,
,,□,輸送業（エリア担当）,・３月決算期の動きでさえ前年と比べて５％程度低下しており、今後しばらくは好転が見込めない。,
,,□,輸送業（エリア担当）,・トラック輸送は受注が減少し始めてから２～３か月後に世の中の景気が悪くなるが、現在のところ受注は減少していない。,
,,□,金融業（従業員）,・イラク情勢が長期化するかどうかで状況は変化する。,
,,□,金融業（企画担当）,・現在の市場価格でも利益が出るようなリストラが進まない限り、好転することはない。,
,,□,広告代理店（制作担当）,・定期的なイベントへの参加を今年は見送るという企業が出てきており、広告予算が減少してきている。,
,,□,新聞販売店［広告］（店主）,・折込広告件数に大幅な落ち込みはみられない。,
,,▲,食料品製造業（経営者）,・イラク情勢など不安定要素があり、先の見通しが立たない。,
,,▲,金属製品製造業（従業員）,・設備投資は更に減少する。イラク情勢の影響で石油価格が上昇し、材料の値上げも懸念される。,
,,▲,金属製品製造業（社員）,・仕事量が低迷している影響が今後更に出てくる。,
,,▲,一般機械器具製造業（経理担当）,・イラク情勢の影響などによる外的要因が大きい。,
,,▲,電気機械器具製造業（経営者）,・今後国内販売は年度末需要が一段落し、海外はイラク情勢の長期化が懸念されるため、需要が落ち込む。,
,,▲,輸送用機械器具製造業（経理担当）,・イラク情勢の長期化に備えて在庫の上積みが必要である。,
,,▲,輸送業（エリア担当）,・国内や米国景気の現状は思わしくなく、更にイラク情勢に伴う不確定要素が加わるため、仕事量に影響が出てくる。,
